Gender,Residence,Study_Level,Faculty,Grad_School,Visiting_Faculty_GradSchool,Affiliation_Program,Weekday_Schedule_Satisfaction,Weekend_Schedule_Satisfaction,Understanding_Routes,UseMore_IfFrequent,App_Helping_Ring,MostValuable_Improvement,Overall_Satisfaction,Open_Comments,Department,Problem_LateBus,Problem_TooCrowded,Problem_LongWait,Problem_NotMyRoute,Problem_RouteConfusing,Problem_HoursMismatch,Problem_NotClean,Problem_DriverBehavior,Freq_Taxi,Freq_Ring,Freq_Walking,Freq_Hitchhiking,Freq_PersonalVehicle,Weekday_Ring_Frequency,Weekend_Ring_Frequency,Avg_Wait_Time,Reason_Free,Reason_No_private_car,Reason_Most_convenient,Reason_Fastest,Reason_Better_for_environment,Reason_Hard_to_find_parking,Purpose_Going_to_A1_Gate,Purpose_Going_to_A2_Gate,Purpose_Going_to_department,Purpose_Going_to_East_Dorms,Purpose_Going_to_West_Dorms,Purpose_Going_to_cafeteria,Purpose_Going_to_library,Purpose_Going_to_sports_facilitie,Route_Brown_A1___A1,Route_Turquoise_West___A2,Route_Orange_West___A2,Route_Yellow_A2___East,Route_Red_East___A2,Route_Navy_Blue_East___East,Route_Purple_A1___A1,TimeWkday_Morning_08:00_11:00,TimeWkday_Midday_11:00_15:00,TimeWkday_Afternoon_15:00_19:00,TimeWkday_Late_19:00_23:00,TimeWkend_Morning_08:00_11:00,TimeWkend_Midday_11:00_15:00,TimeWkend_Afternoon_15:00_19:00,TimeWkend_Late_19:00_23:00,Total_Usage_Score,Problem_Severity_Index,Heavy_User,Residence_Simplified,Route_Count,Purpose_Count,Reason_Count,UseMore_Binary
Male,Off-campus (within walking distance),Undergraduate (Bachelor’s),Faculty of Arts and Sciences,,,,3,2,4.0,Not sure,4.0,More comfortable buses,3.0,,Statistics,4,5,4,3,5,4,3,3,2,4,5,2,1,2,1,3,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,3,3.875,0,Off_Campus_Near,1,2,2,
Male,Off-campus (far from campus),Undergraduate (Bachelor’s),Faculty of Education,,,,2,1,3.0,Yes,1.0,More frequent buses,3.0,,Computer Education and Instructional Technology (CEIT),2,3,5,4,2,3,1,1,2,5,5,2,1,5,2,3,0,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,1,7,2.625,1,Off_Campus_Far,4,5,2,1.0
Female,Off-campus (far from campus),Undergraduate (Bachelor’s),Faculty of Engineering,,,,2,1,2.0,Yes,1.0,Better real-time tracking,4.0,,Environmental Engineering,4,4,3,4,4,4,4,4,1,3,4,3,3,3,0,3,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,3,3.875,1,Off_Campus_Far,2,3,4,1.0
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Engineering,,,,4,2,5.0,Yes,4.0,Extended service hours,4.0,,Mechanical Engineering,3,3,3,3,1,3,1,1,1,4,4,4,1,5,3,2,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,8,2.25,1,East_Dorms,3,3,2,1.0
Male,Off-campus (far from campus),Undergraduate (Bachelor’s),Faculty of Arts and Sciences,,,,3,1,3.0,No,4.0,More frequent buses,3.0,,Statistics,3,4,4,4,1,3,1,1,2,4,4,1,4,0,3,2,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,2.625,0,Off_Campus_Far,2,3,2,0.0
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Architecture,,,,2,1,3.0,Yes,1.0,More frequent buses,3.0,,City and Regional Planning,5,4,5,5,4,5,1,1,1,3,4,1,5,2,2,3,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,4,3.75,0,East_Dorms,3,4,2,1.0
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Engineering,,,,3,3,3.0,Yes,4.0,Better route coverage,3.0,,Electrical and Electronics Engineering,2,4,3,2,2,3,1,1,1,3,5,1,1,1,0,2,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,2.25,0,East_Dorms,3,3,1,1.0
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Arts and Sciences,,,,3,3,3.0,Yes,3.0,Improved punctuality,3.0,,Statistics,4,3,4,4,2,1,2,1,2,3,5,1,1,1,1,2,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,2.625,0,East_Dorms,1,2,2,1.0
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor’s),Faculty of Engineering,,,,3,2,3.0,Yes,4.0,Better real-time tracking,3.0,,Environmental Engineering,4,4,4,4,4,4,3,3,2,5,5,1,1,5,3,2,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,8,3.75,1,West_Dorms,3,4,4,1.0
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Arts and Sciences,,,,3,2,3.0,Yes,3.0,More frequent buses,3.0,,Psychology,4,4,4,2,3,4,3,2,1,4,4,1,1,5,3,3,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,8,3.25,1,East_Dorms,2,4,2,1.0
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Arts and Sciences,,,,4,2,2.0,Yes,3.0,More frequent buses,4.0,,Psychology,2,3,4,4,4,4,2,2,1,4,4,3,1,3,3,2,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,6,3.125,1,East_Dorms,5,6,1,1.0
Male,Off-campus (far from campus),Undergraduate (Bachelor’s),Faculty of Engineering,,,,4,1,4.0,Yes,3.0,Better route coverage,4.0,"A1 rings (brown ring) should go all the way to the west before returning to A1
East ring (east to east) should pass by A1 before returning to east
Ring busses should be more frequent at night and definitely more frequent during the weekends, there is absolutely no reason we should wait a full hour for a ring
Driver behaviour should be taken more seriously. Aggressive drivers and drivers who just refuse to stop or wait for everyone to get on/off need to have consequences for their actions",Metallurgical and Materials Engineering,4,5,4,4,2,3,5,4,1,5,5,5,1,5,2,2,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,7,3.875,1,Off_Campus_Far,4,4,2,1.0
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor’s),Faculty of Engineering,,,,3,2,3.0,Yes,4.0,More frequent buses,3.0,,Metallurgical and Materials Engineering,1,4,4,3,2,3,1,1,1,4,4,1,1,5,3,4,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,8,2.375,1,West_Dorms,3,4,3,1.0
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor’s),Faculty of Engineering,,,,3,3,4.0,Yes,3.0,Better route coverage,3.0,,Civil Engineering,2,4,3,3,1,2,1,1,2,4,3,2,1,5,3,3,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,8,2.125,1,West_Dorms,2,3,1,1.0
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor’s),Faculty of Education,,,,2,2,3.0,Yes,2.0,More frequent buses,2.0,,Foreign Languages Education,4,5,4,5,2,3,3,2,3,4,4,4,1,5,3,4,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,8,3.5,1,West_Dorms,5,6,2,1.0
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Arts and Sciences,,,,3,3,5.0,No,4.0,Better real-time tracking,4.0,,Biology,2,3,3,1,1,1,1,1,2,4,5,1,1,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,1.625,1,East_Dorms,1,1,1,0.0
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Engineering,,,,4,2,5.0,Yes,4.0,More frequent buses,3.0,,Civil Engineering,2,3,4,2,1,1,1,1,2,3,4,2,1,3,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,4,1.875,1,East_Dorms,2,2,2,1.0
Male,Off-campus (far from campus),Undergraduate (Bachelor’s),Faculty of Arts and Sciences,,,,4,3,4.0,Yes,1.0,Extended service hours,4.0,,Statistics,2,2,2,1,4,1,1,1,1,4,5,2,4,3,1,2,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,4,1.75,1,Off_Campus_Far,1,3,2,1.0
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Arts and Sciences,,,,3,2,2.0,Yes,2.0,More frequent buses,3.0,,Physics,4,2,3,4,4,5,1,1,1,3,5,2,1,2,2,2,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,4,3.0,0,East_Dorms,3,3,1,1.0
Female,Off-campus (far from campus),Undergraduate (Bachelor’s),Faculty of Architecture,,,,3,3,1.0,Not sure,1.0,Better route coverage,3.0,,City and Regional Planning,2,5,5,3,5,3,1,1,2,3,4,4,4,2,2,3,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,4,3.125,0,Off_Campus_Far,2,2,2,
Female,Off-campus (far from campus),Undergraduate (Bachelor’s),Faculty of Engineering,,,,2,1,4.0,Yes,4.0,More frequent buses,3.0,,Environmental Engineering,3,4,4,4,2,4,2,2,2,4,4,2,1,5,3,3,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,8,3.125,1,Off_Campus_Far,3,4,2,1.0
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Education,,,,4,2,2.0,Not sure,4.0,Better real-time tracking,4.0,,Foreign Languages Education,1,3,2,3,1,2,4,2,2,5,3,3,1,5,2,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,7,2.25,1,East_Dorms,2,3,5,
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Arts and Sciences,,,,3,1,4.0,Yes,3.0,More frequent buses,3.0,Just better real time tracking of the rings in case of any delays and more frequency especially in the weekends,Physics,4,3,5,3,2,2,1,1,2,3,5,1,1,1,2,5,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,3,2.625,0,East_Dorms,2,3,5,1.0
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Economic and Administrative Sciences,,,,1,1,5.0,Yes,5.0,More frequent buses,3.0,,Political Science and Public Administration,3,5,5,2,1,2,4,2,2,5,4,4,1,5,3,3,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,1,8,3.0,1,East_Dorms,3,5,4,1.0
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Other,Faculty of Engineering,,,Geological Engineering,3,2,3.0,Yes,5.0,Extended service hours,4.0,Hafta sonu seferleri yeterli değil ve güzergâh çok kısıtlı. ,,2,3,3,2,2,2,1,2,2,4,3,3,1,5,3,2,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,8,2.125,1,East_Dorms,6,6,4,1.0
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Engineering,,,,3,2,4.0,Yes,5.0,Better route coverage,4.0,,Electrical and Electronics Engineering,4,4,5,5,2,2,1,1,1,4,5,4,1,3,2,3,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,5,3.0,1,East_Dorms,3,3,2,1.0
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Engineering,,,,4,2,5.0,Yes,2.0,Better real-time tracking,4.0,,Aerospace Engineering,5,3,2,1,1,1,3,1,1,4,5,4,1,5,2,2,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,7,2.125,1,East_Dorms,3,3,2,1.0
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Engineering,,,,3,2,4.0,Yes,1.0,More frequent buses,3.0,Hafta sonu saatleri çok az,Aerospace Engineering,2,2,4,3,2,2,1,1,1,3,5,2,1,1,2,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2.125,0,East_Dorms,1,2,1,1.0
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor’s),Faculty of Arts and Sciences,,,,4,1,4.0,Yes,4.0,More frequent buses,3.0,Weekend ring schedules are not convenient at all,Biology,3,4,3,4,2,4,3,2,2,5,5,3,1,5,3,2,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,8,3.125,1,West_Dorms,5,5,3,1.0
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Engineering,,,,4,1,3.0,Yes,5.0,More frequent buses,3.0,,Industrial Engineering,1,4,4,5,5,4,1,1,2,3,4,2,1,2,2,2,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,4,3.125,0,East_Dorms,2,3,3,1.0
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor’s),Faculty of Arts and Sciences,,,,1,2,3.0,Yes,2.0,Better route coverage,2.0,"Batı yurtlarından akşam saatlerinde direkt olarak kapılara ulaşım 17.35 ten sonra 20.30 a kadar mümkün olmuyor, oldukça sıkıntılı oluyor. Seferler daha sık olmalı özellikle batı yurtlarından bölüme olan ringler çok kalabalık oluyor çoğu zaman binemeden diğer ringi beklemek zorunda kalıyoruz, aralarında da oldukça zaman oluyor. Daha kapsayıcı ama hızlı ulaşımı sağlayan bir güzergah olabilir. Akşam ringlerinin teknokenti dolaşması mantıksız.",Molecular Biology and Genetics,2,5,4,4,3,5,1,3,4,5,4,4,1,5,3,3,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,8,3.375,1,West_Dorms,6,4,3,1.0
Male,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Master's,Faculty of Engineering,Graduate School of Natural and Applied Sciences,,,1,1,4.0,Yes,2.0,More frequent buses,3.0,,,2,4,4,4,2,3,2,4,2,5,3,2,1,5,3,4,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,8,3.125,1,West_Dorms,4,4,4,1.0
Other,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor’s),Faculty of Arts and Sciences,,,,2,1,4.0,Yes,2.0,Extended service hours,3.0,,Statistics,2,5,4,2,1,2,1,1,2,5,3,3,1,5,3,2,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,8,2.25,1,West_Dorms,1,5,3,1.0
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Engineering,,,,3,2,5.0,Yes,2.0,More frequent buses,3.0,,Electrical and Electronics Engineering,4,5,5,1,1,4,2,3,4,3,5,1,1,2,3,3,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,5,3.125,0,East_Dorms,3,4,3,1.0
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Engineering,,,,4,1,4.0,Yes,5.0,Better real-time tracking,5.0,,Computer Engineering,3,4,3,2,1,2,1,1,1,3,5,1,1,2,0,4,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,2,2.125,0,East_Dorms,2,2,3,1.0
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Engineering,,,,4,2,4.0,Yes,1.0,More frequent buses,3.0,,Mechanical Engineering,3,4,3,3,2,2,2,2,2,3,4,3,1,3,3,2,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,6,2.625,1,East_Dorms,1,2,4,1.0
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Arts and Sciences,,,,2,2,2.0,Yes,2.0,Better route coverage,3.0,,Statistics,3,4,3,4,3,4,2,2,2,4,4,2,1,4,2,2,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,6,3.125,1,East_Dorms,3,4,2,1.0
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Engineering,,,,4,3,5.0,No,3.0,Better real-time tracking,4.0,,Metallurgical and Materials Engineering,2,3,3,3,1,2,2,2,2,3,5,2,1,3,3,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,6,2.25,1,East_Dorms,1,2,2,0.0
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Arts and Sciences,,,,3,1,3.0,Yes,4.0,More frequent buses,3.0,,Sociology,3,4,4,3,3,4,2,3,2,3,5,3,1,1,3,3,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,4,3.25,0,East_Dorms,5,4,3,1.0
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor’s),Faculty of Engineering,,,,4,3,5.0,Yes,4.0,More frequent buses,4.0,,Geological Engineering,3,5,4,5,1,4,1,1,2,4,4,3,1,5,2,3,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,7,3.0,1,West_Dorms,4,2,2,1.0
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Arts and Sciences,,,,3,3,2.0,Yes,2.0,Better real-time tracking,3.0,,Molecular Biology and Genetics,1,3,4,4,4,4,1,1,2,3,5,3,2,3,2,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,5,2.75,1,East_Dorms,2,2,1,1.0
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Engineering,,,,4,4,3.0,Yes,5.0,More frequent buses,4.0,,Electrical and Electronics Engineering,1,1,4,4,1,3,1,1,1,3,5,1,1,1,2,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,3,2.0,0,East_Dorms,1,2,2,1.0
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Other,Faculty of Engineering,,,Preparatory School,1,3,4.0,Yes,3.0,More frequent buses,2.0,Klima kullanılmalı bir defasında o kadar çok terledim ki istediğim yere gidemeden inmek zorunda kaldım,,2,5,5,2,2,5,5,1,1,2,4,1,1,1,1,5,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,2,3.375,0,East_Dorms,2,2,3,1.0
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Architecture,,,,3,1,4.0,Yes,4.0,Better real-time tracking,4.0,,Industrial Design,2,3,4,3,2,3,2,1,2,3,4,2,1,3,1,2,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,4,2.5,1,East_Dorms,2,3,3,1.0
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Arts and Sciences,,,,3,1,3.0,Yes,5.0,Extended service hours,3.0,,Biology,3,4,3,1,2,2,3,4,2,5,4,2,1,5,2,3,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,7,2.75,1,East_Dorms,3,4,3,1.0
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Engineering,,,,3,2,3.0,Yes,5.0,More frequent buses,3.0,,Electrical and Electronics Engineering,3,3,4,1,3,3,1,1,3,3,4,2,1,3,3,4,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,6,2.375,1,East_Dorms,3,2,2,1.0
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor’s),Faculty of Engineering,,,,3,2,3.0,Yes,3.0,More frequent buses,3.0,,Food Engineering,3,4,3,3,2,3,3,3,2,4,4,2,1,4,3,2,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,7,3.0,1,West_Dorms,2,4,2,1.0
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Arts and Sciences,,,,3,3,2.0,No,4.0,Better real-time tracking,2.0,,Physics,3,5,3,3,2,2,3,2,1,4,5,2,1,4,1,2,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,5,2.875,1,East_Dorms,2,2,5,0.0
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Engineering,,,,2,1,3.0,Yes,4.0,More frequent buses,3.0,,Petroleum and Natural Gas Engineering,4,4,5,5,3,5,2,4,2,5,4,1,1,5,3,2,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,8,4.0,1,East_Dorms,4,4,4,1.0
Female,"West Dorms (Isa Demiray Student Dormitory, 19th Dorm, etc.)",Undergraduate (Bachelor’s),School of Foreign Languages,,,,2,1,2.0,Yes,4.0,Extended service hours,4.0,,Preparatory Program,2,5,4,3,2,3,1,1,1,5,4,4,1,5,3,4,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,8,2.625,1,West_Dorms,3,5,2,1.0
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Engineering,,,,3,1,1.0,Yes,1.0,More frequent buses,2.0,,Mining Engineering,1,4,4,3,5,3,5,1,1,5,5,5,1,5,3,5,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,8,3.25,1,East_Dorms,2,3,1,1.0
Female,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Arts and Sciences,,,,2,1,1.0,Yes,3.0,More frequent buses,3.0,"Hep ama hep geç geliyor nerdeyse, hep 00.20 00.40 ve 00.00 da geleceğine, 00.15, 00.30 da gelmesi aşırı işime yarardı ( doğu için )",Biology,4,5,3,3,5,3,1,1,3,4,4,3,1,3,1,3,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,4,3.125,1,East_Dorms,1,2,3,1.0
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Arts and Sciences,,,,4,2,2.0,Yes,3.0,Better route coverage,3.0,Yemekhane için bir ring durağı olmalı ,Biology,4,4,4,2,5,3,2,1,1,4,4,1,1,5,1,2,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,6,3.125,1,East_Dorms,3,3,2,1.0
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Engineering,,,,3,1,4.0,Yes,2.0,Extended service hours,2.0,,Petroleum and Natural Gas Engineering,4,3,3,2,1,4,1,1,2,3,4,4,1,4,1,4,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,5,2.375,1,East_Dorms,3,3,2,1.0
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),Faculty of Engineering,,,,4,3,3.0,Yes,4.0,Better real-time tracking,4.0,,Metallurgical and Materials Engineering,2,3,3,2,3,3,2,1,1,3,4,2,2,3,2,4,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,5,2.375,1,East_Dorms,2,3,2,1.0
Male,"East Dorms (1st Dorm, 2nd Dorm, 16th Guesthouse, etc.)",Undergraduate (Bachelor’s),School of Foreign Languages,,,,3,1,2.0,Yes,1.0,More frequent buses,2.0,,Preparatory Program,4,4,4,4,1,5,3,1,1,3,5,3,1,2,2,4,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3.25,0,East_Dorms,1,3,1,1.0
